title	id	price	clicks	unpaid clicks	sale price	condition	availability	Dynamic Remarketing - active	Dynamic Remarketing - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	feed label	language	additional image link	age group	brand	color	cost of goods sold	custom label 0	description	gender	google product category	gtin	identifier exists	image link	item group id	link	mpn	product type	sell on google quantity	shipping weight	size
Heston 300TC Fitted Sheet Combo Set Sage Single | OMF	shopify_AU_7563156390085_42545178706117	54.00 AUD	1	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Our oh-so-soft 300TC Cotton Percale Sheets are both durable and easy care! You'll love the cuffed & piped finish, plus the fitted sheet has a 40cm wall depth to suit almost any mattress. Available in a selection of colors to match your bedspread, you won't be able to resist!"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/1SHCSAKSHCSADHCSAQHCSAKHCSASKHCSALSHCSA_929dcb75-2c3a-4282-96f6-ba4244463c6f.jpg?v=1702053582		https://www.omf.net.au/products/heston-300-thread-count-fitted-sheet-combo-set-sage-sg?variant=42545178706117&currency=AUD		bed sheets	120	0 kg	
Velour Waterproof Cotton King Mattress Protector | OMF	shopify_AU_7562960240837_42544108536005	124.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"You won't regret snagging the Velour mattress protector - it's been the cosy choice for families for over 10 years! Its 100% cotton velour top fabric looks oh-so-luxe, while the reverse polyurethane layer can absorb up to 7 litres of liquid. It even comes with a 50cm fitted skirt, ready to fit any mattress, plus the option of matching pillow protectors. And don't worry about maintenance - just toss it in the washing machine and the tumble dryer and it'll be as good as new! And for extra safety, it's ultra-fresh treated to help reduce bacteria, fungi, and dust mites. Plus, it's backed by a 5 year warranty - sweet dreams guaranteed!"		home & garden > linens & bedding > bedding > mattress protectors		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SMATT_KSMATT_DMATT_QMATT_KMATT_SKMATT-1_19296711-b4cf-41c2-a16d-c2bd4659a62c.jpg?v=1702053528		https://www.omf.net.au/products/velour-touch-mattress-protector-waterproof-kg?variant=42544108536005&currency=AUD		Mattress Protector	103	0 kg	
Heston 300TC Cotton Sheet Set Percale Long Single Blue | OMF	shopify_AU_7564203294917_42549483372741	94.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Our 300 Thread Count Cotton Percale Sheet Sets Are Woven In An Easy Care Fabric, That Is Soft, Smooth and Very Durable. Smartly Cuffed and Piped, These Sheets are Available In A Range of Colours To Coordinate With Your Bed Setting. The Fitted Sheet Features a Wall Depth Of 40cm Which Will Fit Most Mattresses."		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/HestonSheetSet300TCSteelBlue.jpg?v=1702312641		https://www.omf.net.au/products/heston-300tc-cotton-sheet-set-percale-ls-blue?variant=42549483372741&currency=AUD		bed sheets	116	0 kg	
Deluxe 260Gsm Eco-Silk Touch Quilt - King | OMF	shopify_AU_7590413762757_42625531543749	64.95 AUD	1	2		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	Deluxe 260GSM Eco-Silk Touch Quilt - King		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10001631_1.jpg?v=1703781740		https://www.omf.net.au/products/deluxe-260gsm-eco-silk-touch-quilt-kg?variant=42625531543749&currency=AUD		quilt covers	118	2.3 kg	
Elisha Buffet | OMF	shopify_AU_6572308234437_39387527446725	368.00 AUD	6	3			in stock	AU		AU		AU		Online	AU	en			Meubilair		215.00 AUD	Receiving Clicks	"The perfect buffet unit arrange your clothes, accessories and other household bits and bots. The 5 compartments provide ample storage for all your belongings, with 2 cupboards and 3 drawers. Metal drawer runners make them easy to operate.The white high gloss finish is super classy and gives a modern look to your bedroom. You can even use the top shelf to display ornaments and decor items – or even to mount a TV! Check if we can deliver to your postcode Dimensions: W 1600mm x D 390mm x H 670mm Available Online only"		furniture > cabinets & storage > buffets & sideboards			https://cdn.shopify.com/s/files/1/0523/6729/4661/products/ElishaBuffetsstyled.jpg?v=1616408479		https://www.omf.net.au/products/elisha-buffet?variant=39387527446725&currency=AUD		Furniture	2	0 kg	
Vienna Double Green Bedspread Set | OMF	shopify_AU_7708425650373_43004759048389	164.00 AUD	2	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"The Vienna bedspread showcases a trendy, textured fabric in a forest green hue. The charmingly arranged ruching is complemented by decorative textured panels, making this a cherished addition to any bedroom for years to come."		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SVIEKSVIEDVIEQVIEKVIESKVIE-1_61a20f34-f572-4f81-84c0-fd9cd26f0573.jpg?v=1711029518		https://www.omf.net.au/products/vienna-db-green-polyester-bedspread-set?variant=43004759048389&currency=AUD		bedspreads	85	3.3 kg	
Suprelle Blue Pillow - High Plush | OMF	shopify_AU_7610967589061_42698528850117	64.95 AUD	0	3			in stock	AU		AU		AU		Online	AU	en			Bambi			Receiving Clicks	"Bambi's Suprelle Blue Pillow helps save our oceans from plastic waste. Made with recyclable and ethically sourced Suprelle Blue fiber, this pillow supports employment and services in impoverished communities. Partnering with Plastic Bank, this has already stopped 20,000 bottles from entering our oceans and aim to save more with each pillow sold. Choose from 4 variations and enjoy a soft, supportive, and environmentally conscious pillow. Proudly Australian made with a 2 year guarantee. Hypoallergenic and easy to care for."		home & garden > linens & bedding > bedding > pillows			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Pillow4.jpg?v=1705284105		https://www.omf.net.au/products/suprelle-blue-pillow-high-plush?variant=42698528850117&currency=AUD		Pillow	50	2000 g	
Woolly Comforts 300GSM Summer Weight Australian Wool Quilt King | OMF	shopify_AU_7562383360197_42542656651461	214.00 AUD	0	1		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"This luxurious 300GSM king quilt is ideal for summer and crafted with premium, accredited Australian wool. Encased in a 300 thread count cotton japara cover, this snuggly surprise is diamond-quilted and finished with an elegant cuffed edge. Ultra-fresh treated to combat bacteria, fungi, and dust mites, it's fully machine washable for added convenience."		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SWCQ3_DWCQ3_QWCQ3_KWCQ3_SKWCQ3-1_4677a195-db69-407d-b4f5-c9f2838580c8.jpg?v=1702053392		https://www.omf.net.au/products/woolly-comforts-wool-quilt-300gsm-kg?variant=42542656651461&currency=AUD		Quilt	40	0 kg	
Natural Sleep Recycled Cotton And Bamboo Sheet Set Silver Split King | OMF	shopify_AU_7563158880453_42545182277829	129.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Our sustainable and natural recycled cotton/bamboo sheet sheets are woven in an easy-care percale weave fabric. The natural properties of cotton and bamboo control moisture and regulate body temperature to ensure a beautiful night's sleep. Cuffed and piped these sheets are super soft, smooth and durable. The fitted sheet has a wall depth of 40cm which will fit most mattresses. 25% Recycled Cotton/ 30% Cotton/ 45% Bamboo. These Sheets come with a 10 year warranty for peace of mind."		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SNSSKSNSSDNSSQNSSKNSSSKNSSSPKNSS_35926171-42dd-4359-ac9c-2ea69634bf5c.jpg?v=1701967509		https://www.omf.net.au/products/natural-sleep-recycled-cotton-and-bamboo-sheet-set-silver-split-kg?variant=42545182277829&currency=AUD		bed sheets	255	0 kg	
Casa Decor Selena 2 In 1 Sofa - Charcoal | OMF	shopify_AU_7590411829445_42625529446597	925.00 AUD	5	7		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	Casa Decor Selena 2 in 1 Sofa - Charcoal		furniture > sofas		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10003140_1.jpg?v=1703781664		https://www.omf.net.au/products/casa-decor-selena-2n1-sofa-charcoal?variant=42625529446597&currency=AUD		Furniture	63	21.5 kg	
Hamlin Desk Lamp Brass | OMF	shopify_AU_7559882604741_42532509483205	199.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Cafe Lighting			Receiving Clicks	"Sleek, tight, and tailored; sounds like a well made suit. Well, the Hamlin Desk Lamp with brushed brass exudes the same feeling. Try it anywhere you want understated lighting – the timeless style stands up to any look."		home & garden > lighting > lamps		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/12318_1.jpg?v=1700314575		https://www.omf.net.au/products/hamlin-desk-lamp-brass?variant=42532509483205&currency=AUD		Lamps	27	0 kg	
Essentials Tufted Single Bed Frame with USB | OMF	shopify_AU_7510207824069_42426874167493	388.00 AUD	2	2	349.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Upgrade your rest with the Essentials Tufted Single Bed Frame with USB from OMF. It's not just a bed, but a lifestyle, boasting unparalleled comfort and in-built USB for convenience. Experience the difference today.
"		furniture > beds & accessories > beds & bed frames			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-FPPOPE-14-6_d384fc89-02f1-45de-a20f-1b709b9c4413.jpg?v=1697733310		https://www.omf.net.au/products/essentials-tufted-sg-bed-frame-with-usb?variant=42426874167493&currency=AUD		Bed Frame		0 kg	
Silky Cool Tencel King Mattress Protector | OMF	shopify_AU_7520660029637_42453161017541	239.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Experience ultimate sleep comfort with the Silky Cool Tencel King Mattress Protector from OMF. Protect and extend the life of your mattress naturally. Your perfect night's sleep awaits.
"		home & garden > linens & bedding > bedding > mattress protectors			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/TencelSig_MP_King_46c53496-53b5-4334-b6ee-6dff380b6862.jpg?v=1700537824		https://www.omf.net.au/products/silky-cool-tencel-kg-mattress-protector?variant=42453161017541&currency=AUD		Mattress Protector		0 kg	
Olivia 30cm Upholstered Queen Bed Frame Dark Grey | OMF	shopify_AU_6171855421637_37929045885125	284.00 AUD	6	1		new	in stock	AU		AU		AU		Online	AU	en			Zinus			Receiving Clicks	"The Olivia bed frame is a classic but simple design featuring fabric upholstered headboard and frame, wooden slats and a steel bar foundation. Shop now!"		furniture > beds & accessories > beds & bed frames		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/10765.jpg?v=1700152397		https://www.omf.net.au/products/olivia-30cm-qn-bed-frame-drkgrey?variant=37929045885125&currency=AUD		Bed Frame	500	35.1 kg	
Vivid Square Cushion Velvet Indigo | OMF	shopify_AU_7564204966085_42549486092485	44.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	Spice up your bedroom with these luxe velvet cushions! Choose from a rainbow of shades to slip some sass into your space!		home & garden > linens & bedding > bedding > pillowcases & shams		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SQVCVI.jpg?v=1701967666		https://www.omf.net.au/products/vivid-square-43cm-cushion-velvet-indigo?variant=42549486092485&currency=AUD		Cushion	180	0 kg	
Hampshire 2 Drawer 2 Door Kitchen Storage Trolley | OMF	shopify_AU_6741345599685_40067940778181	335.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en			Meubilair		198.00 AUD	Receiving Clicks	Shop this Hamptons Kitchen Island. This kitchen island is on wheels allowing you to move and place wherever you want. Shop this Hamptons Kitchen Island!		furniture > carts & islands > kitchen & dining carts			https://cdn.shopify.com/s/files/1/0523/6729/4661/products/102188_3_web.jpg?v=1625232845		https://www.omf.net.au/products/hampshire-2-drawer-2-door-kitchen-storage-trolley?variant=40067940778181&currency=AUD		Furniture	4	0 kg	
Arcadia Furniture 3M Outdoor Folding Tent - Navy | OMF	shopify_AU_7590411174085_42625528594629	153.00 AUD	0	1		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Enjoy the outdoors without getting sunburned! The Arcadia folding tent is perfect for summer. Lightweight, sturdy, and easy to set up, it's your solution for staying cool and shaded. Plus, its pop-up central air vent and adjustable height posts make it ideal for any occasion.  "		home & garden > lawn & garden > outdoor living		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10001772_1.jpg?v=1703694934		https://www.omf.net.au/products/arcadia-3x3m-square-outdoor-folding-tent-navy?variant=42625528594629&currency=AUD		Garden Tent	149	14 kg	
Mornington Support King Mattress | OMF	shopify_AU_7817946300613_43313947508933	2448.00 AUD	0	0	1224.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	The Mornington Mattress range from OMF it features 3 comfort feels and 6 sizes to choose from and is motion bed friendly - it's a game changer for your sleep routine! 	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MORNINGTON_MODERN1K_9e8941b3-ef7e-4552-af7c-be12d61cdb77.png?v=1713514643		https://www.omf.net.au/products/mornington-support-kg-mattress?variant=43313947508933&currency=AUD		Mattress		0 kg	
Sensitiva Polyester Body Pillow - Only | OMF	shopify_AU_7610966900933_42698527834309	79.95 AUD	0	2			in stock		AU	AU		AU		Online	AU	en			Bambi			Receiving Clicks	"The Sensitiva Body Pillow can be used for pregnancy support, TV watching, and relaxation. Ideal for pregnant and nursing mothers, it helps with aches and pains, swollen ankles, and bumps. Made with quality materials for ultimate comfort and support, day after day."		home & garden > linens & bedding > bedding > pillows			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Sensitiva_Polyester_Body_Pillow_Packaging_Naked6_a4957756-0bf5-4122-947a-2ff00a9ef115.jpg?v=1705283026		https://www.omf.net.au/products/sensitiva-polyester-body-pillow-only?variant=42698527834309&currency=AUD		Pillow	50	3000 g	
Yarra Floating Queen Upholstered Bed Frame - Ghost Gum | OMF	shopify_AU_7558878986437_42530826879173	1926.00 AUD	1	0	1618.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Step into a world of relaxation with the Yarra Floating Queen Base with Design Fabric upholstered Bedhead at the helm. Made to order and locally handcrafted with the finest Tasmanian Oak Veneer, customize your sleep experience with a mix-and-match of headboards, bases - in a snap! So lay your head to rest and feel like you're floating off into dreamland! Mattress and accessories sold separately."		furniture > beds & accessories > beds & bed frames			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Yarra-Fabric-Floating-1Draw-Bedside-Chest.jpg?v=1700498462		https://www.omf.net.au/products/yarra-floating-qn-base-with-upholstered-bedhead?variant=42530826879173&currency=AUD		Bed Frame		70 kg	
Keppel King Mattress | OMF	shopify_AU_7494176538821_42378047652037	6398.00 AUD	11	16	2879.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Experience superior comfort with our Keppel King Size Mattress. Perfect for a refreshing night's sleep. Quality materials, expert design. Shop yours at OMF today.
"	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/KeppelFA_841c5a5a-58c6-441e-b0fa-bcbfed4e05a1.jpg?v=1699461752		https://www.omf.net.au/products/keppel-kg-mattress?variant=42378047652037&currency=AUD		Mattress		0 kg	
Royal Comfort Ultra-Warm 800Gsm Quilt- Queen | OMF	shopify_AU_7590413271237_42625530986693	72.00 AUD	6	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	Royal Comfort Ultra-Warm 800GSM Quilt- Queen		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/204996_1.jpg?v=1704635830		https://www.omf.net.au/products/royal-comfort-ultra-warm-800gsm-quilt-qn?variant=42625530986693&currency=AUD		quilt covers	199	3.75 kg	
Relax Right Pure Microfibre Pillow Low Profile 850G | OMF	shopify_AU_7562959749317_42544108044485	99.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Experience hotel-level luxury with this fine cotton japara-clad pillow, featuring gusseted construction and dual piping. Durable and reliable – it'll retain its loftiness and can be machine-washed and tumble-dried. Plus, it's been infused with the anti-microbial Health Guard for protection against dust mites and a 5-year warranty against craftsmanship and materials! Sweet dreams are just a pillow away."		home & garden > linens & bedding > bedding > pillows		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RRML-1.jpg?v=1702053508		https://www.omf.net.au/products/relax-right-pure-microfibre-pillow-lo-profile-850g?variant=42544108044485&currency=AUD		Pillow	500	0 kg	
Kazimir Single/Double Navy Coverlet Set | OMF	shopify_AU_7708422865093_43004739748037	154.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Bring a modern flair to your bedroom with a geometric design quilt. The unique diamond pattern adds a touch of sophistication to your space. The Kazimir coverlet is made of a super soft material that gracefully hangs over your bed. For a stunning contrast, pair it with the Heston silver sheet set."		home & garden > linens & bedding > bedding		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SKAZQKAZSKKAZ-3.jpg?v=1711029205		https://www.omf.net.au/products/kazimir-sg-db-navy-polyester-coverlet-set?variant=43004739748037&currency=AUD		Coverlet	120	2.5 kg	
Original P1 Long Single Mattress | OMF	shopify_AU_7494230016197_42378490020037	428.00 AUD	9	5	385.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Experience superior comfort with OMF's Original P1 Mattress for Long Single Beds. Tailored for perfect support, it's our answer to peaceful sleep. Upgrade your rest today.
"	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/P1byOMFFA_b635513e-adc0-4c3c-adca-691230b3ead0.jpg?v=1699461883		https://www.omf.net.au/products/original-p1-ls-mattress?variant=42378490020037&currency=AUD		Mattress		0 kg	
Hamilton King Mattress | OMF	shopify_AU_7493025464517_42375831191749	6398.00 AUD	7	11	2879.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Experience superior comfort with the Hamilton King Size Mattress from OMF. Expertly crafted for a perfect night's sleep. Say goodbye to restless nights, upgrade your sleep quality today.
"	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Hamilton_89ec7002-1067-46c6-ae16-3725af44f07f.png?v=1699461680		https://www.omf.net.au/products/hamilton-kg-mattress?variant=42375831191749&currency=AUD		Mattress		0 kg	
Protectiva Polyester Stay Clean Waterproof Junior | OMF	shopify_AU_7610966802629_42698527572165	49.95 AUD	0	0			in stock	AU		AU		AU		Online	AU	en			Bambi			Receiving Clicks	"Introduce your toddler pillow for improved sleep, proper posture, and a cosy transition from crib to bed. The stay clean, hypoallergenic pillow with a waterproof cover promotes a healthier sleep environment.
The Protectiva  Stay-clean Waterproof kids Pillow is perfect for those with allergies or asthma. It's soft, comfortable, and easy to clean with a waterproof cover. Comes with a 2-year guarantee."		home & garden > linens & bedding > bedding > pillows			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/IMG_8407.jpg?v=1705282616		https://www.omf.net.au/products/protectiva-polyester-stay-clean-waterproof-junior?variant=42698527572165&currency=AUD		Pillow	20	1500 g	
Forest Timber 4-Drawer Tallboy Chest | OMF	shopify_AU_7793326424261_43261054091461	798.00 AUD	1	1	638.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	Transform your bedroom into a rustic oasis with the Forest Timber 4-Drawer Tallboy Chest made from reclaimed timber		furniture > cabinets & storage > storage chests			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/T2_7328.jpg?v=1713228816		https://www.omf.net.au/products/forest-timber-4drw-tallboy-chest?variant=43261054091461&currency=AUD		Tallboy		48 kg	
Mornington Support Queen Mattress | OMF	shopify_AU_7817486729413_43313414865093	2198.00 AUD	8	1	1099.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	The Mornington Mattress range from OMF it features 3 comfort feels and 6 sizes to choose from and is motion bed friendly - it's a game changer for your sleep routine! 	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MORNINGTON_MODERN1K.png?v=1713513024		https://www.omf.net.au/products/mornington-support-qn-mattress?variant=43313414865093&currency=AUD		Mattress		0 kg	
Casa Decor Cora Light Grey Accent Chair | OMF	shopify_AU_7590411862213_42625529479365	259.00 AUD	0	3		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	Casa Decor Cora Light Grey Accent Chair		"furniture > chairs > arm chairs, recliners & sleeper chairs"		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10003624_16.jpg?v=1703694974		https://www.omf.net.au/products/casa-decor-cora-accent-chair-light-grey?variant=42625529479365&currency=AUD		Furniture	2	12 kg	
Royal Comfort Bamboo Cooling 2000TC Sheet Set Queen Aqua | OMF	shopify_AU_7552843055301_42520703336645	52.95 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Upgrade your bedroom and indulge in a deep and restful sleep with the 2000 Thread Count Cooling Bamboo Sheet Set, designed by Royal Comfort. With a luxury blend of 30% natural bamboo and 70% premium microfibre, it has been designed to be satin smooth and lightweight, offering itself as a practical option for year-round comfort. The bamboo fibres in this Bamboo Rich Sheet Set are expertly crafted into a natural, environmentally friendly, temperature-regulating and durable fabric that works to ensure moisture wicking, leading to a comfortable sleep environment. The bamboo fibres inherent thermal-regulating properties guarantee that you keep warm in winter and cool in summer. Alongside this, the Bamboo Rich Sheet is hypoallergenic, anti-microbial and odour-resistant, making it a great product for those who suffer from allergies. With this sheet sets attractive, silken lustre, and its premium bamboo rich combination, experience unmatched comfort and style with the Pure Soft Bamboo Rich Sheet Set, designed by Royal Comfort. Features: - Brand: Royal Comfort - Combines luxurious comfort and contemporary style - Opulent 2000 thread count - 30% natural bamboo and 70% premium microfibre blend - Silky feel and soft touch finish - Highly-breathable with moisture-wicking properties - Thermo-regulating properties to keep you cool in summer and warm in winter - Lasting vibrancy of colour - Available Colours: White, Aqua, Denim, Frost, Light Blue, Lilac Grey, Mid Blue, Peach, Rust, Olive, Pearl Stone, Mid Grey (Iron), Charcoal, Natural and Royal Blue - Available Sizes: Single, King Single, Double, Queen and King Size, Dimensions and Package Contents: Single: - 1 x Flat Sheet: 180cm x 254cm - 1 x Fitted Sheet: 91cm x 193cm + 40cm - 1 x Pillowcase: 48cm x 74cm King Single: - 1 x Flat Sheet: 200cm x 260cm - 1 x Fitted Sheet: 107cm x 203cm + 40cm - 1 x Pillowcase: 48cm x 74cm Double: - 1 x Flat Sheet: 228cm x 254cm - 1 x Fitted Sheet: 137cm x 193cm + 40cm - 2 x Pillowcases: 48cm x 74cm Queen: - 1 x Flat Sheet: 245cm x 274cm - 1 x Fitted Sheet: 152cm x 203cm + 40cm - 2 x Pillowcases: 48cm x 74cm King: - 1 x Flat Sheet: 260cm x 275cm - 1 x Fitted Sheet: 182cm x 203cm + 40cm - 2 x Pillowcases: 48cm x 74cm"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/205635_1.jpg?v=1704685081		https://www.omf.net.au/products/royal-comfort-bamboo-cooling-2000tc-sheet-set-queen-aqua?variant=42520703336645&currency=AUD		bed sheets	493	0 kg	
Channel Gaslift Queen Bed Frame | OMF	shopify_AU_6922588553413_40679156842693	898.00 AUD	10	5	718.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Update your bedroom style with the Channel Gas lift bedframe . It’s contemporary style, grandeur eye-catching feel and look would make your bedroom the relaxing haven you deserve. The modern bedhead style showcases striking looks from its button & stitch, Channel is a showpiece in any room. Featuring a fine soft fabric and comprising of composite, solid timbers, and industry slats to ensure the perfect support. With a Mist Grey colour, its available in 2 sizes Double and Queen. Plus the additional benefit of storage underneath with a detachable dust cover as well. Features: Fully upholstered Side Rails - Weight rated 240kg each rail Channel feature upholstered bedhead Straight plywood high strength slats 90KG gas lift rated . Solid timber on all joints Available in 2 sizes Double and Queen. Upholstered bed head and Side Rails Substantial Centre Rail Flat slats Ash finish – White & Dark Grey Fronts Metal Draw Runners Timbers all from Plantation – renewable resources Dimensions:Double 1400 W x 1930 L x 83 Kg,Queen 1550 W x 2080 L x 87 Kg"		furniture > beds & accessories > beds & bed frames			https://cdn.shopify.com/s/files/1/0523/6729/4661/products/ChannelBedwithGasLiftFW12.jpg?v=1700066254		https://www.omf.net.au/products/channel-gaslift-qn-bed-frame?variant=40679156842693&currency=AUD		Bed Frame		0 kg	
Bayville Entertainment Unit 2 door 2 drawer 160cm | OMF	shopify_AU_7545274138821_42502774292677	349.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Meubilair			Receiving Clicks	"The Bayville entertainment unit offers a modern design that will compliment any home interior. Featuring open shelving and 2 x storage compartments on high quality full extension glider runners, it provides sufficient storage for all your home decor and accessories. "		furniture > entertainment centers & tv stands		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/TVS201_web_01.jpg?v=1699634192		https://www.omf.net.au/products/bayville-2-door-drawer-entertainment-unit?variant=42502774292677&currency=AUD		Furniture	4	0 kg	
Bari European Pillowcase Green | OMF	shopify_AU_7564204998853_42549486158021	34.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"This easy to care cushion keeps getting snugglier and snugglier with every wash. Plus, the sassy dark green stitching and 200gsm polyester fill create a cozy-cool combo - perfect for when the temperature rises. On-trend in both color and style, this lightweight layer has it all!"		home & garden > linens & bedding > bedding > pillowcases & shams		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BARIEPC.jpg?v=1702053725		https://www.omf.net.au/products/bari-pillowcase-green-euro?variant=42549486158021&currency=AUD		Pillow Case	120	0 kg	
Elena Enhanced Canvas Print | OMF	shopify_AU_7559691632837_42532135043269	159.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Cafe Lighting			Receiving Clicks	"Adding a delicate freshness and timeless floral style to interiors, the Elena Enhanced Canvas print is perfectly feminine in design. Mounted in a simple white shadow box frame, complimenting the piece perfectly. Pair with the Josephine Enhanced Canvas print as a series or on its own."		arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > textiles > crafting canvas > painting canvas		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/52977_1.jpg?v=1700239320		https://www.omf.net.au/products/elena-enhanced-canvas-print?variant=42532135043269&currency=AUD		Canvas	43	0 kg	
Natural Sleep Recycled Cotton And Bamboo Sheet Set Charcoal Queen | OMF	shopify_AU_7563158454469_42545181786309	99.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Our sustainable and natural recycled cotton/bamboo sheet sheets are woven in an easy-care percale weave fabric. The natural properties of cotton and bamboo control moisture and regulate body temperature to ensure a beautiful night's sleep. Cuffed and piped these sheets are super soft, smooth and durable. The fitted sheet has a wall depth of 40cm which will fit most mattresses. 25% Recycled Cotton/ 30% Cotton/ 45% Bamboo. These Sheets come with a 10 year warranty for peace of mind."		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SNSCKSNSCDNSCQNSCKNSCSKNSCSPKNSC_1112888a-4881-4d2d-b4a4-b240c01d7f83.jpg?v=1701967497		https://www.omf.net.au/products/natural-sleep-recycled-cotton-and-bamboo-sheet-set-charcoal-qn?variant=42545181786309&currency=AUD		bed sheets	325	0 kg	
